"NUTS_ID","cropland","livestock","population","waterstress"
"DE25C",0.444490899041094,13328.15625,147.290029002954,0.436025948360048
"DE261",0.196209505839338,4769.38736979167,2000.08467342261,0.547501444816589
"DE262",0.860716918184702,6280.5693359375,2692.74284555684,0.547501444816589
"DE263",0.95,6504.71484375,2503.23641300405,0.547501444816589
"DE264",0.122864549362883,4804.04110054348,505.911632362616,0.547501481097677
"DE265",0.31032657515146,6865.08361486487,149.456739283546,0.532277184563714
"DE266",0.428544484266409,8219.09879032258,118.512562550937,0.529330530474263
"DE267",0.460013594152271,6499.80495689655,136.510726832854,0.547501432484594
"DE268",0.699829577202828,8089.43274456522,207.107914528686,0.547501481097677
"DE269",0.154961702143212,5101.47896634615,392.349245000501,0.54780519925631
"DE26A",0.278316134930364,5764.33403716216,140.498166784404,0.547501435150971
"DE26B",0.718996298114871,7868.81354166667,262.356802401212,0.547501500447591
"DE26C",0.841026727311398,9722.54871323529,384.994121765706,0.54750150792739
"DE271",0.819696577512585,9108.9541015625,3138.83575673605,0.12627848982811
"DE272",0.119134259324402,13982.6536458333,1402.26537633696,0.169057567914327
"DE273",0,14454.7578125,1723.25220943074,0.254615694284439
"DE274",0.704208978851331,18223.69921875,1206.84743881235,0.254615694284439
"DE275",0.651905789646528,12178.0525,400.533441898407,0.0758186101913452
"DE276",0.384260547955452,11345.5201612903,455.1696287648,0.169134801433932
"DE277",0.578030972726805,14162.79,231.582327819238,0.254615707397461
"DE278",0.40903456694866,13889.3179347826,247.315450683448,0.254615700763205
"DE279",0.520433329136655,14643.1979166667,689.592310823917,0.254615677727593
"DE27A",0.0216389394505584,12478.4521484375,404.338565051272,0.0878511741757393
"DE27B",0.080496208443501,11466.4260670732,174.396765384178,0.150134412253775
"DE27C",0.170307962573365,15319.5034722222,205.229641651293,0.236791080898709
"DE27D",0.587093560007065,13304.1011513158,148.293880514792,0.23034469704879
"DE27E",0.00225209009922239,8417.33993902439,150.915759384594,0.204232471745189
"DE300",0.139942678949055,3947.41918103448,4353.06034303295,0.710518541007206
"DE401",0.727089378093223,22652.0703125,442.042035889569,0.710518519083659
"DE402",0.489089697477107,26908.09765625,693.773525010407,0.710518538951874
"DE403",0.707695579362598,19422.4010416667,570.766268753976,0.124708265066147
"DE404",0.51442013844193,8778.05034722222,1545.07504432911,0.710518466101752
"DE405",0.335573021824579,10980.5716145833,415.683211358669,0.338479916254679
"DE406",0.274230480490444,17414.8446969697,144.438988923406,0.671168587424538
"DE407",0.4919360478059,24778.0954545455,87.9584336084525,0.22887599251487
"DE408",0.477883587107527,17799.3846153846,168.514747843554,0.710518470177284
"DE409",0.603936422778685,17732.3360655738,197.101366243467,0.272738222215996
"DE40A",0.300932756631666,14519.7193396226,222.237152031238,0.710518459104142
"DE40B",0.273005322438306,22220.1595394737,129.040570858938,0.43714041458933
"DE40C",0.309461195747696,17440.2116935484,113.397260817109,0.562172612836284
"DE40D",0.45846722041949,18866.1360294118,48.9186590737262,0.624332988963408
"DE40E",0.329144902417054,16507.6334459459,181.205286352708,0.647386190053579
"DE40F",0.621984105827791,23913.9833333333,54.1938158801171,0.135309855143229
"DE40G",0.253792806613181,21023.3052884615,174.66399059456,0.512266599214994
"DE40H",0.375610188179444,15659.6659482759,178.30449378045,0.620963655669114
"DE40I",0.568877971386211,17078.0982142857,62.7444029546887,0.272150221325102
"DE501",0.198146705986329,30784.0347222222,3116.31601808564,0.302873187594944
"DE502",0.322916069821485,21924.38671875,1922.87544846648,0.116629311016628
